DateID,SupplierID,LeadTimeDays,DefectRatePercent,OnTimeDeliveryPercent,PurchaseOrderFulfillmentPercent
20240107,12,9,4.06,92.09,91.26
20240107,13,15,1.65,97.67,91.19
20240107,14,17,1.45,91.87,92.85
20240107,15,5,3.47,98.92,92.95
20240108,1,19,1.7,98.08,96.91
20240108,2,14,1.53,95.95,98.79
20240108,3,19,3.54,94.57,99.1
20240108,4,9,2.13,93.55,91.46
20240108,5,7,3.26,99.58,99.46
20240108,6,11,4.92,97.35,98.25
20240108,7,10,2.59,97.64,95.79
20240108,8,12,4.36,92.72,92.53
20240108,9,6,1.38,97.89,98.57
20240108,10,9,4.91,96.39,99.5
20240108,11,7,1.94,95.99,90.19
20240108,12,18,4.04,98.68,93.6
20240108,13,5,2.52,91.79,93.04
20240108,14,12,3.21,90.42,96.68
20240108,15,7,2.26,99.33,97.72
20240109,1,14,3.85,96.75,99.69
20240109,2,7,0.02,90.41,96.18
20240109,3,12,1.04,94.88,92.07
20240109,4,11,0.43,92.33,94.79
20240109,5,17,3.82,98.54,95.09
20240109,6,19,1.29,98.16,96.84
20240109,7,14,3.49,96.24,90.26
20240109,8,16,1.73,95.61,90.74
20240109,9,10,1.92,95.14,98.33
20240109,10,13,3.37,97.49,93.6
20240109,11,13,1.31,90.53,99.08
20240109,12,8,4.43,96.89,99.25
20240109,13,10,2.4,93.05,93.23
20240109,14,15,2.6,90.21,94.96
20240109,15,5,4.85,96.14,97.07
20240110,1,16,2.59,97.41,94.91
20240110,2,16,2.7,97.07,91.39
20240110,3,19,0.38,93.91,96.67
20240110,4,15,4.35,93.15,95.56
20240110,5,8,0.35,95.14,91.62
20240110,6,9,4.02,97.64,90.79
20240110,7,6,3.31,95.34,92.69
20240110,8,5,2.8,94.87,92.39
20240110,9,9,2.84,95.25,96.48
20240110,10,7,4.19,94.79,98.63
20240110,11,17,2.19,90.84,91.41
20240110,12,5,2.83,99.21,97.54
20240110,13,18,2.42,99.71,95.56
20240110,14,18,4.71,96.3,99.98
20240110,15,10,2.56,97.33,97.38
20240111,1,18,4.11,91.36,98.02
20240111,2,7,2.12,98.12,96.13
20240111,3,13,2.86,90.71,99.95
20240111,4,9,3.49,93.81,95.94
20240111,5,11,1.29,95.55,96.11
20240111,6,7,4.55,93.03,97.8
20240111,7,17,3.91,90.95,91.51
20240111,8,7,2.55,93.28,98.83
20240111,9,8,2.51,91.9,95.02
20240111,10,13,3.81,97.92,98.63
20240111,11,6,1.52,92.85,97.72
20240111,12,6,2.82,90.69,97.62
20240111,13,10,3.79,95.34,91.78
20240111,14,12,0.91,99.58,99.71
20240111,15,9,1.89,96.54,97.19
20240112,1,13,3.16,91.58,98.05
20240112,2,13,3.39,99.34,98.39
20240112,3,18,3.13,95.24,98.32
20240112,4,9,1.44,90.47,93.43
20240112,5,19,4.94,99.8,99.59
20240112,6,13,3.57,92.53,94.77
20240112,7,11,0.03,92.15,91.85
20240112,8,14,3.72,95.01,94.42
20240112,9,16,2.39,98.35,93.69
20240112,10,17,2.43,99.51,90.72
20240112,11,7,4.41,92.65,93.81
20240112,12,8,2.73,98.52,95.56
20240112,13,12,0.62,91.39,94.41
20240112,14,10,3.8,95.27,91.59
20240112,15,12,3.97,98.93,95.91
20240113,1,14,3.9,99.22,94.1
20240113,2,9,2.98,91.2,93.88
20240113,3,10,3.58,98.86,94.22
20240113,4,15,4.53,90.33,91.27
20240113,5,6,1.31,91.43,90.25
20240113,6,6,3.5,91.32,92.85
20240113,7,5,0.84,90.33,97.88
20240113,8,17,2.2,95.2,99.79
20240113,9,6,3.52,95.03,96.25
20240113,10,6,3.81,92.22,95.42
20240113,11,11,0.65,94.56,94.94
20240113,12,17,0.84,92.86,91.95
20240113,13,16,4.56,97.35,90.92
20240113,14,12,1.85,96.3,91.58
20240113,15,18,4.41,97.15,99.76
20240114,1,19,0.45,91.75,98.44
20240114,2,17,0.78,93.37,96.43
20240114,3,11,1.91,95.95,92.23
20240114,4,18,4.9,93.2,95.6
20240114,5,18,1.91,92.75,98.73
20240114,6,9,1.23,94.79,97.93
20240114,7,16,1.13,94.9,94.77
20240114,8,9,3.28,90.08,98.21
20240114,9,12,3.74,91.65,95.85
20240114,10,14,2.6,92.44,94.97
20240114,11,14,3.3,99.34,93.07
20240114,12,14,1.73,94.76,93.1
20240114,13,17,1.54,93.14,97.15
20240114,14,18,3.08,91.1,92.19
20240114,15,18,1.51,91.78,91.8
20240115,1,7,2.56,98.8,97.88
20240115,2,19,3.43,90.83,93.06
20240115,3,9,4.37,97.04,99.32
20240115,4,6,4.19,93.61,95.42
20240115,5,11,3.96,94.12,92.95
20240115,6,8,4.02,98.31,95.96
20240115,7,15,0.57,99.68,96.73
20240115,8,16,4.38,94.08,96.42
20240115,9,14,1.86,92.46,97.93
20240115,10,6,0.43,98.99,91.97
20240115,11,11,1.93,99.49,99.66
20240115,12,17,1.23,99.93,95.77
20240115,13,17,2.56,97.57,99.05
20240115,14,6,2.38,97.15,93.49
20240115,15,9,4.93,96.16,95.62
20240116,1,9,2.88,93.21,95.53
20240116,2,7,2.94,99.28,97.76
20240116,3,5,2.06,91.42,99.28
20240116,4,8,2.31,94.44,94.03
20240116,5,8,0.74,97.45,93.28
20240116,6,7,3.54,90.92,94.89
20240116,7,15,4.08,90.12,95.63
20240116,8,12,4.53,92.84,92.59
20240116,9,12,2.14,94.98,97.18
20240116,10,19,0.75,93.46,92.77
20240116,11,18,4.21,94.1,99.68
20240116,12,6,0.05,95.91,98.69
20240116,13,9,3.46,90.58,96.87
20240116,14,15,1.6,98.08,96.46
20240116,15,16,0.56,90.94,95.9
20240117,1,18,2.08,97.54,98.24
20240117,2,15,4.39,94.91,98.79
20240117,3,9,3.86,98.08,95.51
20240117,4,12,4.69,95.13,99.77
20240117,5,19,1.42,98.99,98.91
20240117,6,7,3.5,98.7,94.96
20240117,7,14,3.63,99.5,97.49
20240117,8,5,4.18,93.95,90.16
20240117,9,6,0.74,93.83,95.17
20240117,10,17,3.93,98.13,93.67
20240117,11,7,3.49,97.34,96.28
20240117,12,9,4.97,94.97,93.97
20240117,13,11,3.51,91.41,95.54
20240117,14,13,2.02,92.57,99.34
20240117,15,14,1.87,97.35,94.12
20240118,1,11,2.58,90.58,94.74
20240118,2,17,0.59,92.34,92.29
20240118,3,5,3.33,96.17,93.87
20240118,4,14,2.08,93.8,90.12
20240118,5,17,4.19,93.29,93.84
20240118,6,9,4.27,94.75,98.15
20240118,7,14,2.15,96.56,95.04
20240118,8,11,2.78,97.23,91.19
20240118,9,5,0.85,95.86,93.57
20240118,10,10,4.54,99.54,93.05
20240118,11,10,4.09,93.85,96.48
20240118,12,13,0.8,95.05,92.6
20240118,13,9,2.8,98.37,92.94
20240118,14,12,0.73,90.3,99.54
20240118,15,17,4.41,90.79,96.97
20240119,1,7,4.7,99.49,91.54
20240119,2,9,2.2,96.78,94.77
20240119,3,6,4.9,97.6,93.27
20240119,4,5,4.85,91.48,91.3
20240119,5,9,0.55,91.86,91.84
20240119,6,13,3.76,91.71,90.6
20240119,7,14,1.53,98.98,99.56
20240119,8,8,4.68,95.83,90.36
20240119,9,15,0.56,99.48,93.31
20240119,10,7,4.62,93.26,91.22
20240119,11,6,2.92,98.68,99.87
20240119,12,7,4.17,95.43,96.41
20240119,13,17,3.38,94.21,91.76
20240119,14,8,2.42,96.81,98.62
20240119,15,10,0.06,94.29,92.14
20240120,1,8,1.74,97.15,93.7
20240120,2,5,2.88,91.31,90.42
20240120,3,5,3.35,99.01,99.88
20240120,4,9,1.89,95.99,91.31
20240120,5,7,3.3,98.18,90.94
20240120,6,19,5.0,92.05,90.33
20240120,7,19,2.04,94.04,96.56
20240120,8,10,4.01,96.3,95.41
20240120,9,11,0.62,95.97,93.65
20240120,10,13,1.4,99.82,91.73
20240120,11,11,3.24,90.05,92.14
20240120,12,14,3.83,99.7,92.85
20240120,13,9,0.98,96.99,94.17
20240120,14,7,1.09,96.62,94.33
20240120,15,11,4.41,96.69,93.36
20240121,1,17,2.41,97.81,96.12
20240121,2,6,2.86,96.66,98.28
20240121,3,6,4.14,93.94,97.76
20240121,4,15,2.26,90.22,94.77
20240121,5,11,3.32,93.97,92.97
20240121,6,19,2.12,92.95,92.59
20240121,7,19,2.41,98.59,98.7
20240121,8,14,2.67,90.26,93.95
20240121,9,17,2.75,95.87,99.43
20240121,10,6,4.85,98.32,95.17
20240121,11,14,0.65,96.24,98.03
20240121,12,17,1.47,98.09,93.39
20240121,13,12,1.97,98.01,96.52
20240121,14,7,0.32,92.35,97.04
20240121,15,19,3.55,93.63,93.46
20240122,1,9,3.74,95.04,93.5
20240122,2,16,1.24,98.84,91.46
20240122,3,19,4.63,92.61,93.81
20240122,4,17,2.86,98.43,97.31
20240122,5,6,4.16,91.97,94.07
20240122,6,6,0.45,94.99,96.98
20240122,7,9,2.69,97.37,98.62
20240122,8,16,1.51,96.75,98.44
20240122,9,8,3.44,92.31,99.28
20240122,10,8,1.58,94.85,95.96
20240122,11,17,2.72,97.7,93.18
20240122,12,6,1.21,99.55,92.44
20240122,13,13,3.18,92.83,93.17
20240122,14,17,0.34,99.42,91.71
20240122,15,7,2.45,97.02,95.13
20240123,1,13,1.3,97.28,97.34
20240123,2,19,4.08,93.0,91.84
20240123,3,12,1.32,92.88,97.47
20240123,4,9,1.57,97.19,91.44
20240123,5,13,4.82,90.08,99.61
20240123,6,8,4.23,90.25,99.72
20240123,7,18,3.47,95.89,94.51
20240123,8,19,1.61,96.47,95.62
20240123,9,6,3.25,94.36,99.28
20240123,10,19,3.7,94.42,91.51
20240123,11,10,2.66,95.4,91.75
20240123,12,6,3.65,93.54,95.7
20240123,13,7,1.5,90.07,98.64
20240123,14,19,4.01,95.48,95.14
20240123,15,16,2.26,92.81,96.13
20240124,1,15,2.73,91.96,94.42
20240124,2,11,4.32,98.13,99.05
20240124,3,9,1.19,93.2,96.46
20240124,4,15,1.29,97.13,97.31
20240124,5,15,0.0,97.63,92.48
20240124,6,5,2.23,91.53,90.72
20240124,7,6,1.95,96.39,97.63
20240124,8,5,1.9,97.1,92.96
20240124,9,16,2.55,98.57,94.96
20240124,10,12,4.02,99.73,90.52
20240124,11,15,2.42,91.24,92.38
20240124,12,8,1.72,92.8,91.32
20240124,13,11,0.21,90.35,98.09
20240124,14,6,1.44,95.83,96.59
20240124,15,19,4.03,92.64,93.02
20240125,1,19,0.42,92.6,90.07
20240125,2,8,0.68,90.64,97.83
20240125,3,7,0.96,92.29,94.06
20240125,4,17,0.94,91.15,97.48
20240125,5,5,1.59,92.53,97.01
20240125,6,17,2.12,97.32,91.96
20240125,7,18,4.83,96.65,92.34
20240125,8,9,3.78,90.63,90.33
20240125,9,19,4.22,96.13,95.05
20240125,10,7,0.48,92.05,91.15
20240125,11,15,3.28,97.22,94.8
20240125,12,13,0.47,98.93,93.0
20240125,13,9,2.51,98.74,95.16
20240125,14,18,3.77,96.06,97.8
20240125,15,5,1.02,95.9,94.12
20240126,1,17,4.35,95.28,95.96
20240126,2,11,4.19,95.24,94.14
20240126,3,17,0.72,93.45,95.21
20240126,4,18,0.36,96.57,93.66
20240126,5,10,1.12,91.12,95.84
20240126,6,15,2.48,94.78,90.9
20240126,7,13,2.62,98.39,90.68
20240126,8,12,3.24,98.11,94.3
20240126,9,6,2.03,97.76,93.16
20240126,10,6,1.72,99.62,95.78
20240126,11,12,3.84,96.58,92.75
20240126,12,9,3.11,93.02,94.98
20240126,13,17,4.34,90.92,90.23
20240126,14,14,0.12,99.43,97.83
20240126,15,13,4.46,95.93,97.69
20240127,1,12,0.36,97.56,92.91
20240127,2,15,1.43,98.48,99.05
20240127,3,8,0.53,95.6,90.54
20240127,4,10,3.88,93.54,98.21
20240127,5,8,4.1,97.69,97.02
20240127,6,17,2.7,98.51,96.91
20240127,7,17,4.24,91.72,99.91
20240127,8,9,0.98,96.9,93.22
20240127,9,16,3.68,96.84,98.93
20240127,10,18,2.84,99.93,92.05
20240127,11,13,0.39,92.9,90.84
20240127,12,16,0.03,96.18,97.11
20240127,13,17,1.34,98.76,91.47
20240127,14,19,4.28,98.76,99.53
20240127,15,9,4.49,93.91,92.3
20240128,1,16,2.54,95.83,97.12
20240128,2,13,4.74,90.86,99.63
20240128,3,14,2.41,90.63,94.29
20240128,4,14,2.98,93.78,93.89
20240128,5,18,3.04,92.4,97.5
20240128,6,7,2.31,95.67,95.77
20240128,7,16,2.62,98.62,94.93
20240128,8,6,2.94,94.22,92.94
20240128,9,18,0.16,98.07,98.53
20240128,10,8,2.33,95.42,97.95
20240128,11,17,4.51,94.98,93.81
20240128,12,7,0.22,96.86,94.54
20240128,13,8,3.99,98.69,93.06
20240128,14,17,4.5,94.75,93.08
20240128,15,7,4.15,98.18,90.9
20240129,1,7,3.47,91.96,97.96
20240129,2,16,3.28,93.32,95.87
20240129,3,15,3.55,92.94,99.99
20240129,4,9,4.38,90.48,91.1
20240129,5,17,3.85,98.49,91.02
20240129,6,14,4.98,93.39,99.42
20240129,7,7,1.6,90.94,90.59
20240129,8,6,1.82,98.9,90.75
20240129,9,16,2.91,94.51,90.3
20240129,10,8,3.54,93.99,96.42
20240129,11,9,2.83,94.75,98.81
20240129,12,15,0.44,96.1,90.36
20240129,13,14,2.86,91.97,99.93
20240129,14,12,2.32,93.41,98.22
20240129,15,14,0.12,90.37,92.72
20240130,1,15,2.93,99.06,90.33
20240130,2,16,4.41,94.31,91.64
20240130,3,13,1.03,93.27,96.14
20240130,4,17,2.52,91.48,97.03
20240130,5,19,3.35,99.51,90.64
20240130,6,9,3.64,93.68,94.88
20240130,7,19,0.35,96.51,96.36
20240130,8,5,0.39,90.66,95.36
20240130,9,5,1.56,97.16,91.77
20240130,10,19,4.17,99.87,92.84
20240130,11,6,3.21,94.28,99.14
20240130,12,10,2.23,93.4,99.05
20240130,13,14,3.52,93.85,90.71
20240130,14,6,0.79,91.25,97.44
20240130,15,13,2.53,98.36,96.98
20240131,1,15,3.08,99.84,99.48
20240131,2,9,3.68,99.57,98.78
20240131,3,11,4.56,97.86,95.05
20240131,4,17,0.38,95.53,97.26
20240131,5,16,0.88,91.24,91.13
20240131,6,18,2.32,90.39,98.53
20240131,7,18,2.05,94.98,90.86
20240131,8,12,2.82,90.26,92.93
20240131,9,16,4.66,94.24,91.22
20240131,10,14,1.73,92.88,96.68
20240131,11,11,3.34,97.17,97.14
20240131,12,18,3.59,92.46,96.6
20240131,13,11,3.38,91.46,92.47
20240131,14,12,1.88,93.42,90.55
20240131,15,16,1.26,93.73,98.66
20240201,1,6,1.16,91.4,91.31
20240201,2,14,1.84,92.64,96.87
20240201,3,10,0.81,91.26,91.53
20240201,4,6,1.91,95.69,98.53
20240201,5,16,4.78,95.0,98.17
20240201,6,10,3.62,95.57,98.88
20240201,7,7,0.87,94.32,94.34
20240201,8,18,0.15,97.16,91.73
20240201,9,14,0.58,95.76,99.43
20240201,10,14,2.53,92.93,91.65
20240201,11,9,2.51,93.16,95.81
20240201,12,5,2.9,92.13,95.14
20240201,13,10,2.39,95.09,95.71
20240201,14,7,2.71,98.51,94.74
20240201,15,9,4.74,96.2,96.47
20240202,1,16,4.48,93.1,99.86
20240202,2,6,0.33,98.25,94.78
20240202,3,13,0.53,96.34,96.99
20240202,4,9,0.51,92.78,95.12
20240202,5,17,3.91,99.44,97.38
20240202,6,15,4.86,99.41,93.3
20240202,7,16,3.96,95.87,98.88
20240202,8,19,3.21,97.78,93.55
20240202,9,7,0.96,93.22,91.68
20240202,10,8,4.78,91.53,96.88
20240202,11,15,0.59,90.99,99.67
20240202,12,6,4.68,94.87,93.15
20240202,13,12,0.83,93.16,98.87
20240202,14,8,0.25,92.41,90.54
20240202,15,15,3.3,93.47,99.35
20240203,1,7,2.01,98.49,95.84
20240203,2,15,2.92,90.61,90.56
20240203,3,11,2.87,92.61,93.87
20240203,4,14,3.09,99.27,90.23
20240203,5,11,2.13,94.98,95.37
20240203,6,10,3.39,97.08,94.44
20240203,7,6,3.71,96.48,98.5
20240203,8,16,1.82,93.51,98.76
20240203,9,16,0.7,91.26,98.35
20240203,10,16,3.07,90.47,93.39
20240203,11,19,0.16,92.77,99.54
20240203,12,12,3.38,99.83,90.96
20240203,13,17,1.66,99.8,94.85
20240203,14,11,4.15,92.92,95.31
20240203,15,14,3.58,95.96,99.42
20240204,1,16,3.71,99.91,91.3
20240204,2,14,3.44,93.76,93.7
20240204,3,6,1.46,92.11,92.94
20240204,4,13,2.79,99.24,91.45
20240204,5,18,3.52,91.46,98.96
20240204,6,13,3.15,94.34,92.83
20240204,7,7,2.25,94.34,99.01
20240204,8,9,0.68,97.94,99.4
20240204,9,13,3.39,90.24,95.95
20240204,10,6,4.86,93.95,91.86
20240204,11,9,3.76,96.72,98.82
20240204,12,9,3.03,97.27,95.91
20240204,13,9,1.24,96.89,91.62
20240204,14,13,3.84,93.5,92.27
20240204,15,8,4.79,96.48,91.4
20240205,1,5,3.12,98.01,99.64
20240205,2,12,1.64,98.04,92.88
20240205,3,12,1.32,96.31,92.05
20240205,4,13,1.6,92.52,90.85
20240205,5,16,2.69,90.47,96.62
20240205,6,14,1.89,93.01,98.37
20240205,7,6,4.56,95.7,96.93
20240205,8,18,1.96,95.44,96.83
20240205,9,12,4.56,92.09,99.43
20240205,10,8,3.58,97.06,97.81
20240205,11,12,4.06,93.7,96.74
20240205,12,9,0.23,99.64,90.34
20240205,13,8,2.99,98.81,92.73
20240205,14,14,1.58,91.16,96.26
20240205,15,19,4.81,91.63,93.68
20240206,1,9,1.35,91.22,96.1
20240206,2,15,0.14,90.03,99.03
20240206,3,5,1.25,96.14,96.04
20240206,4,18,3.13,90.9,92.18
20240206,5,7,1.65,94.02,97.46
20240206,6,11,4.07,98.55,95.43
20240206,7,18,1.58,98.01,91.43
20240206,8,7,3.04,98.77,90.58
20240206,9,14,2.3,97.08,90.92
20240206,10,16,1.01,92.36,98.93
20240206,11,8,0.71,96.53,93.13
20240206,12,7,4.6,91.47,96.18
20240206,13,5,3.1,99.12,99.04
20240206,14,8,0.32,99.5,96.83
20240206,15,17,1.99,94.39,94.47
20240207,1,16,4.64,94.79,92.05
20240207,2,18,1.64,97.74,92.33
20240207,3,17,1.72,96.6,92.3
20240207,4,7,3.49,94.7,95.75
20240207,5,12,2.12,96.07,92.45
20240207,6,6,0.89,92.8,93.34
20240207,7,17,4.94,94.97,92.22
20240207,8,6,0.06,96.29,92.35
20240207,9,18,2.04,94.08,91.23
20240207,10,9,1.33,99.56,98.79
20240207,11,19,2.54,91.46,95.87
20240207,12,18,4.92,97.16,96.09
20240207,13,7,0.06,98.5,94.11
20240207,14,8,4.64,93.84,95.52
20240207,15,9,1.83,99.83,95.63
20240208,1,9,2.43,99.12,98.73
20240208,2,19,1.95,94.91,92.42
20240208,3,14,2.23,91.36,94.52
20240208,4,9,4.72,99.4,99.9
20240208,5,5,0.79,93.88,91.38
20240208,6,12,4.02,97.73,98.16
20240208,7,18,1.93,94.13,95.8
20240208,8,5,0.45,94.85,99.34
20240208,9,13,2.91,97.58,98.81
20240208,10,18,3.76,98.78,97.14
20240208,11,12,2.33,93.3,91.41
20240208,12,13,3.24,98.2,93.67
20240208,13,8,1.64,99.53,90.52
20240208,14,10,2.64,98.55,97.41
20240208,15,14,4.35,93.01,92.4
20240209,1,8,0.57,92.62,91.46
20240209,2,13,2.61,94.95,93.52
20240209,3,15,1.35,97.29,98.82
20240209,4,18,1.73,91.27,90.91
20240209,5,17,1.55,94.34,94.07
20240209,6,18,3.02,95.32,90.42
20240209,7,8,3.36,91.3,90.42
20240209,8,14,2.34,90.2,94.07
20240209,9,5,1.28,96.44,90.8
20240209,10,6,2.58,93.06,91.09
20240209,11,16,2.36,90.18,95.78
20240209,12,15,4.26,96.85,93.91
20240209,13,17,0.61,92.07,93.19
20240209,14,13,2.95,90.12,93.88
20240209,15,11,4.83,95.2,95.1
20240210,1,7,0.29,97.85,92.78
20240210,2,16,4.86,96.34,97.79
20240210,3,13,4.74,99.78,93.45
20240210,4,15,3.21,94.5,93.15
20240210,5,19,4.94,99.34,94.2
20240210,6,13,4.6,99.43,97.87
20240210,7,6,0.68,93.36,91.38
20240210,8,8,2.4,99.3,99.13
20240210,9,16,1.12,99.26,93.12
20240210,10,7,2.7,93.76,91.9
20240210,11,6,2.82,97.72,93.64
20240210,12,6,2.48,98.43,90.67
20240210,13,10,3.29,95.2,97.57
20240210,14,6,2.41,95.54,92.49
20240210,15,10,4.4,94.57,93.56
20240211,1,8,3.08,91.47,90.88
20240211,2,10,2.41,91.16,98.97
20240211,3,15,0.78,92.57,97.79
20240211,4,6,1.49,96.85,92.88
20240211,5,9,4.89,99.37,96.67
20240211,6,8,4.73,95.61,93.25
20240211,7,6,3.05,90.35,91.67
20240211,8,6,0.8,94.56,96.64
20240211,9,19,4.67,98.86,96.08
20240211,10,16,3.46,90.44,98.28
20240211,11,10,1.53,93.29,92.88
20240211,12,8,3.09,97.67,96.08
20240211,13,6,1.12,97.84,91.09
20240211,14,8,2.57,92.84,95.64
20240211,15,15,0.11,97.58,97.85
20240212,1,5,4.62,98.22,91.43
20240212,2,11,4.21,91.9,97.54
20240212,3,10,4.84,97.59,92.33
20240212,4,15,1.72,90.6,97.5
20240212,5,12,0.67,98.69,92.24
20240212,6,11,1.55,98.46,90.79
20240212,7,6,2.29,98.69,97.33
20240212,8,13,3.76,99.8,91.47
20240212,9,6,3.79,96.13,90.04
20240212,10,19,3.73,94.46,98.33
20240212,11,9,0.86,93.98,94.49
20240212,12,15,2.59,92.13,95.35
20240212,13,14,2.43,98.13,98.69
20240212,14,13,4.75,94.21,90.95
20240212,15,17,1.95,99.77,97.98
20240213,1,16,4.04,97.37,91.15
20240213,2,11,3.91,97.72,96.93
20240213,3,7,0.52,92.99,94.62
20240213,4,5,4.65,93.51,98.12
20240213,5,6,2.79,99.08,95.82
20240213,6,18,0.56,93.56,91.87
20240213,7,17,3.17,94.39,92.48
20240213,8,13,4.41,91.85,92.01
20240213,9,19,1.96,96.2,98.04
20240213,10,9,0.7,96.25,90.8
20240213,11,8,2.01,91.74,99.87
20240213,12,5,3.86,95.89,93.97
20240213,13,11,0.91,94.02,99.38
20240213,14,9,4.13,96.56,93.65
20240213,15,5,1.16,94.33,92.38
20240214,1,16,2.01,99.53,94.32
20240214,2,17,2.09,98.56,95.49
20240214,3,19,4.72,94.81,92.53
20240214,4,12,1.53,95.46,93.51
20240214,5,14,4.35,99.17,95.82
20240214,6,16,3.34,96.43,98.26
20240214,7,14,4.35,95.56,92.11
20240214,8,9,2.69,92.75,90.17
20240214,9,8,0.19,94.28,95.76
20240214,10,13,4.85,98.95,94.45
20240214,11,17,0.87,96.9,95.01
20240214,12,17,4.59,97.13,97.43
20240214,13,14,3.61,95.1,90.4
20240214,14,9,4.57,98.62,94.41
20240214,15,7,2.96,93.87,99.29
20240215,1,17,0.41,90.21,99.45
20240215,2,5,3.55,91.14,90.51
20240215,3,11,2.21,92.95,97.63
20240215,4,11,3.98,95.83,91.64
20240215,5,17,4.22,93.53,95.47
20240215,6,11,3.74,99.64,98.61
20240215,7,7,4.45,98.74,92.66
20240215,8,9,4.45,96.1,93.06
20240215,9,13,3.17,93.33,92.04
20240215,10,10,3.68,96.58,96.47
20240215,11,7,1.27,96.94,91.93
20240215,12,10,4.38,95.03,95.32
20240215,13,7,3.59,94.13,96.6
20240215,14,13,2.88,99.77,97.32
20240215,15,7,1.78,96.17,93.55
20240216,1,15,3.55,96.1,91.8
20240216,2,13,3.32,91.62,90.14
20240216,3,8,1.69,96.08,94.97
20240216,4,7,0.56,96.53,99.43
20240216,5,5,0.03,92.32,96.25
20240216,6,18,4.81,99.65,97.19
20240216,7,6,3.12,98.51,91.88
20240216,8,18,4.01,92.26,93.19
20240216,9,5,0.26,95.74,97.76
20240216,10,9,4.23,94.47,91.5
20240216,11,13,0.31,96.35,96.29
20240216,12,10,2.71,93.27,92.69
20240216,13,8,3.84,96.6,95.84
20240216,14,5,0.08,90.92,94.14
20240216,15,10,3.12,93.43,94.07
20240217,1,12,2.93,93.54,93.7
20240217,2,8,2.95,90.2,94.27
20240217,3,17,2.52,94.85,97.39
20240217,4,12,0.17,94.48,94.33
20240217,5,16,1.29,94.07,91.45
20240217,6,5,2.02,92.71,98.22
20240217,7,15,2.71,95.42,96.87
20240217,8,8,2.35,95.22,97.28
20240217,9,14,1.44,90.03,92.75
20240217,10,13,3.42,96.53,95.26
20240217,11,12,2.88,93.01,94.18
20240217,12,17,3.7,95.65,99.75
20240217,13,5,2.19,91.1,97.64
20240217,14,16,4.28,97.88,96.37
20240217,15,14,0.14,95.35,98.89
20240218,1,8,3.1,93.73,95.44
20240218,2,10,2.24,93.62,95.79
20240218,3,11,0.59,98.13,92.31
20240218,4,15,3.26,98.81,96.01
20240218,5,11,2.0,90.74,98.71
20240218,6,5,3.77,97.16,95.51
20240218,7,7,0.52,99.84,97.19
20240218,8,19,0.07,98.4,95.39
20240218,9,17,4.31,96.42,96.74
20240218,10,17,4.09,95.77,93.53
20240218,11,5,1.97,94.7,93.59
20240218,12,13,3.97,97.48,97.8
20240218,13,12,0.07,98.87,95.53
20240218,14,17,1.81,92.51,96.77
20240218,15,11,2.39,92.49,97.63
20240219,1,11,2.5,97.11,95.29
20240219,2,12,2.03,90.25,97.61
20240219,3,7,2.16,98.01,99.75
20240219,4,8,2.48,93.35,95.29
20240219,5,8,4.09,99.34,92.37
20240219,6,7,1.35,93.23,91.81
20240219,7,12,2.12,97.88,91.09
20240219,8,14,1.91,92.32,94.97
20240219,9,6,2.34,92.02,98.99
20240219,10,15,3.11,95.62,98.78
20240219,11,5,1.27,93.81,94.44
20240219,12,17,3.11,94.37,94.67
20240219,13,11,4.94,99.6,93.86
20240219,14,10,2.24,96.49,99.01
20240219,15,16,4.49,96.47,96.66
20240220,1,16,4.4,95.41,96.85
20240220,2,5,2.85,97.27,98.74
20240220,3,6,4.05,92.95,97.98
20240220,4,16,1.36,95.09,98.36
20240220,5,18,3.01,94.3,95.13
20240220,6,10,0.77,94.11,94.76
20240220,7,7,4.41,91.6,95.74
20240220,8,5,3.76,96.09,93.75
20240220,9,14,1.89,99.94,93.56
20240220,10,14,1.64,99.26,97.14
20240220,11,11,1.28,98.25,92.8
20240220,12,17,1.17,90.56,94.16
20240220,13,15,0.88,94.41,97.97
20240220,14,16,1.64,93.56,99.37
20240220,15,10,3.44,95.5,96.87
20240221,1,17,1.71,95.21,98.93
20240221,2,18,2.58,98.13,93.64
20240221,3,19,1.59,94.33,97.82
20240221,4,19,3.12,91.82,99.82
20240221,5,14,4.18,99.37,95.78
20240221,6,17,3.76,93.5,96.35
20240221,7,16,0.55,90.82,92.37
20240221,8,19,0.18,95.87,94.54
20240221,9,19,0.02,90.06,91.77
20240221,10,16,4.96,98.14,97.67
20240221,11,6,4.29,98.15,95.22
20240221,12,17,4.57,93.64,95.27
20240221,13,8,0.08,95.42,94.18
20240221,14,7,0.15,93.57,95.29
20240221,15,19,1.11,91.83,95.68
20240222,1,5,1.85,96.05,93.15
20240222,2,14,1.56,92.18,90.71
20240222,3,7,1.49,90.16,93.0
20240222,4,17,4.45,99.81,95.63
20240222,5,6,3.94,99.54,96.38
20240222,6,7,3.81,97.79,97.48
20240222,7,13,4.09,98.56,94.48
20240222,8,11,0.53,94.16,95.88
20240222,9,12,2.35,99.7,98.04
20240222,10,15,4.26,99.7,98.47
20240222,11,19,3.57,92.92,90.36
20240222,12,7,0.71,96.35,92.86
20240222,13,14,3.75,99.49,90.17
20240222,14,10,4.86,92.02,94.66
20240222,15,16,4.06,96.27,99.46
20240223,1,16,1.34,99.29,91.6
20240223,2,13,3.28,96.9,92.69
20240223,3,5,0.48,93.5,98.4
